recipeID,Num. of servings,ID,Food name,Amount,Unit
00129a556bb1468910dfacc94ea21f5411d9a69d,4,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,100,CC
00129a556bb1468910dfacc94ea21f5411d9a69d,4,13014,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,100,CC
00129a556bb1468910dfacc94ea21f5411d9a69d,4,6184,（トマト類）　加工品　ホール　食塩無添加,1,缶/カン
00129a556bb1468910dfacc94ea21f5411d9a69d,4,16010,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,2,大/大匙
00129a556bb1468910dfacc94ea21f5411d9a69d,4,17027,＜調味料類＞　（だし類）　固形ブイヨン,1.5,大/大匙
00129a556bb1468910dfacc94ea21f5411d9a69d,4,1063,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,150,g
00129a556bb1468910dfacc94ea21f5411d9a69d,4,13040,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,150,g
00129a556bb1468910dfacc94ea21f5411d9a69d,4,6239,パセリ　葉　生,NA,適量、お好み
00129bf4cadcf4e34266d4d55700dea1c9d01558,1,1026,こむぎ　［パン類］　角形食パン　食パン,1,枚
00129bf4cadcf4e34266d4d55700dea1c9d01558,1,18041,洋風料理　カレー類　ポークカレー,NA,適量、お好み
00129bf4cadcf4e34266d4d55700dea1c9d01558,1,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,NA,適量、お好み
00129bf4cadcf4e34266d4d55700dea1c9d01558,1,13040,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,NA,適量、お好み
001abe9c7f1c404158d6fd03f6713f8370a5670b,None,13025,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,NA,適量、お好み
001abe9c7f1c404158d6fd03f6713f8370a5670b,None,NA,#N/A,NA,適量、お好み
001abe9c7f1c404158d6fd03f6713f8370a5670b,None,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,NA,適量、お好み
001abe9c7f1c404158d6fd03f6713f8370a5670b,None,17067,＜香辛料類＞　シナモン　粉,NA,適量、お好み
001ac6df9764e3396e4f8985603253340d48833d,4,11221,＜鳥肉類＞　にわとり　［若どり・主品目］　もも　皮つき　生,300,g
001ac6df9764e3396e4f8985603253340d48833d,4,6191,（なす類）　なす　果実　生,2,個片丁株玉房
001ac6df9764e3396e4f8985603253340d48833d,4,6245,（ピーマン類）　青ピーマン　果実　生,2,個片丁株玉房
001ac6df9764e3396e4f8985603253340d48833d,4,17051,＜調味料類＞　（ルウ類）　カレールウ,50,g
001ac6df9764e3396e4f8985603253340d48833d,4,6247,（ピーマン類）　赤ピーマン　果実　生,1,個片丁株玉房
001ac6df9764e3396e4f8985603253340d48833d,4,8016,（しめじ類）　ぶなしめじ　生,NA,適量、お好み
001ac6df9764e3396e4f8985603253340d48833d,4,7158,ココナッツ　ココナッツミルク,400,CC
001ac6df9764e3396e4f8985603253340d48833d,4,99999,水,400,CC
001ac6df9764e3396e4f8985603253340d48833d,4,17024,＜調味料類＞　（だし類）　鶏がらだし,1,大/大匙
001ac6df9764e3396e4f8985603253340d48833d,4,17107,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,1.5,大/大匙
001ac6df9764e3396e4f8985603253340d48833d,4,3003,（砂糖類）　車糖　上白糖,2,小/小匙
001ac812038d508b8514c5800de3c4098725c4f0,4,11123,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,300,g
001ac812038d508b8514c5800de3c4098725c4f0,4,6065,きゅうり　果実　生,4,個片丁株玉房
001ac812038d508b8514c5800de3c4098725c4f0,4,2017,＜いも類＞　じゃがいも　塊茎　皮なし　生,5,個片丁株玉房
001ac812038d508b8514c5800de3c4098725c4f0,4,14002,（植物油脂類）　ごま油,NA,適量、お好み
001ac812038d508b8514c5800de3c4098725c4f0,4,17004,＜調味料類＞　（辛味調味料類）　トウバンジャン,NA,適量、お好み
001ac812038d508b8514c5800de3c4098725c4f0,4,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,NA,適量、お好み
001acf0667da5045f95421dcfbc9f1593afcaae5,1,6298,ようさい　茎葉　生,NA,NA
001acf0667da5045f95421dcfbc9f1593afcaae5,1,6223,（にんにく類）　にんにく　りん茎　生,1.5,個片丁株玉房
001acf0667da5045f95421dcfbc9f1593afcaae5,1,14006,（植物油脂類）　調合油,1,大/大匙
001acf0667da5045f95421dcfbc9f1593afcaae5,1,17024,＜調味料類＞　（だし類）　鶏がらだし,1.5,大/大匙
001acf0667da5045f95421dcfbc9f1593afcaae5,1,99999,水,1,大/大匙
001add44630cb6d8e211eedf0d32cba544cfe633,None,9050,ひじき　ほしひじき　ステンレス釜　乾,25,g
001add44630cb6d8e211eedf0d32cba544cfe633,None,4040,だいず　［豆腐・油揚げ類］　油揚げ　生,1,枚
001add44630cb6d8e211eedf0d32cba544cfe633,None,6214,（にんじん類）　にんじん　根　皮なし　生,0.5,本
001add44630cb6d8e211eedf0d32cba544cfe633,None,6317,れんこん　根茎　生,4,cm
001add44630cb6d8e211eedf0d32cba544cfe633,None,17030,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,50,CC
001ae56c1fad470e1bed4707d8e4cf5e7fe667eb,None,6103,（しょうが類）　しょうが　根茎　皮なし　生,NA,適量、お好み
001aea2ccedcd976046fa26bffc06fd21ca86c01,None,6324,わらび　生わらび　生,NA,適量、お好み
001aea2ccedcd976046fa26bffc06fd21ca86c01,None,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,NA,NA
001aea2ccedcd976046fa26bffc06fd21ca86c01,None,6365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,NA,適量、お好み
001aea2ccedcd976046fa26bffc06fd21ca86c01,None,6172,とうがらし　果実　乾,NA,適量、お好み
001aebc23856be5ee9eca945321971cb899c465a,2,1088,こめ　［水稲めし］　精白米　うるち米,250,g
001aebc23856be5ee9eca945321971cb899c465a,2,6153,（たまねぎ類）　たまねぎ　りん茎　生,0.25,個片丁株玉房
001aebc23856be5ee9eca945321971cb899c465a,2,17076,＜香辛料類＞　にんにく　おろし,1.5,cm
001aebc23856be5ee9eca945321971cb899c465a,2,8016,（しめじ類）　ぶなしめじ　生,0.5,袋
001aebc23856be5ee9eca945321971cb899c465a,2,6007,アスパラガス　若茎　生,2,個片丁株玉房
001aebc23856be5ee9eca945321971cb899c465a,2,99999,水,400,CC
001aebc23856be5ee9eca945321971cb899c465a,2,17027,＜調味料類＞　（だし類）　固形ブイヨン,1.25,小/小匙
001aebc23856be5ee9eca945321971cb899c465a,2,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
001aebc23856be5ee9eca945321971cb899c465a,2,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
001aebc23856be5ee9eca945321971cb899c465a,2,13038,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,1.5,大/大匙
001aebc23856be5ee9eca945321971cb899c465a,2,17078,＜香辛料類＞　パセリ　乾,1,摘み/少々
001aebc23856be5ee9eca945321971cb899c465a,2,14020,（マーガリン類）　マーガリン　家庭用　有塩,2,大/大匙
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,6061,（キャベツ類）　キャベツ　結球葉　生,2,枚
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,8016,（しめじ類）　ぶなしめじ　生,0.5,袋
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,6291,（もやし類）　りょくとうもやし　生,1,一掴
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,1043,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,2,束
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,11183,＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,4,枚
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,14002,（植物油脂類）　ごま油,1,摘み/少々
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,17138,＜調味料類＞　（その他）　料理酒,1,摘み/少々
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,12005,鶏卵　全卵　ゆで,1,個片丁株玉房
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,NA,適量、お好み
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,6095,しそ　葉　生,2,枚
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,5017,ごま　乾,NA,適量、お好み
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,2,杯/カップ
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,17115,＜調味料類＞　（調味ソース類）　ゆずこしょう,NA,適量、お好み
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,14002,（植物油脂類）　ごま油,NA,適量、お好み
001af0c1fa83c88825fd47342ee0d269edfa24b1,2,8025,（ひらたけ類）　エリンギ　生,2,本
001af7bbaead88317be4e5c14686d14a9f4ca355,2,10154,＜魚類＞　（さば類）　まさば　生,2,本
001af7bbaead88317be4e5c14686d14a9f4ca355,2,99999,水,400,CC
001af7bbaead88317be4e5c14686d14a9f4ca355,2,17120,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,4,大/大匙
001af7bbaead88317be4e5c14686d14a9f4ca355,2,3003,（砂糖類）　車糖　上白糖,2,大/大匙
001af7bbaead88317be4e5c14686d14a9f4ca355,2,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1.5,大/大匙
001af7bbaead88317be4e5c14686d14a9f4ca355,2,17138,＜調味料類＞　（その他）　料理酒,1.5,大/大匙
001af7bbaead88317be4e5c14686d14a9f4ca355,2,6103,（しょうが類）　しょうが　根茎　皮なし　生,1,個片丁株玉房
001af7bbaead88317be4e5c14686d14a9f4ca355,2,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,30,cm
001b164acad6f7a6db818917913f851396a28669,4,1065,こむぎ　［ふ類］　生ふ,230,g
001b164acad6f7a6db818917913f851396a28669,4,17045,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,80,g
001b164acad6f7a6db818917913f851396a28669,4,3003,（砂糖類）　車糖　上白糖,3,大/大匙
001b164acad6f7a6db818917913f851396a28669,4,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1,大/大匙
001b164acad6f7a6db818917913f851396a28669,4,17138,＜調味料類＞　（その他）　料理酒,1,大/大匙
001b164acad6f7a6db818917913f851396a28669,4,5017,ごま　乾,1,大/大匙
001b1794fc652d3c99353f6be34b2112629c0558,12,1020,こむぎ　［小麦粉］　強力粉　1等,250,g
001b1794fc652d3c99353f6be34b2112629c0558,12,3003,（砂糖類）　車糖　上白糖,1,大/大匙
001b1794fc652d3c99353f6be34b2112629c0558,12,17012,＜調味料類＞　（食塩類）　食塩,1,小/小匙
001b1794fc652d3c99353f6be34b2112629c0558,12,14017,（バター類）　無発酵バター　有塩バター,30,g
001b1794fc652d3c99353f6be34b2112629c0558,12,17083,＜その他＞　酵母　パン酵母　乾燥,1,小/小匙
001b1794fc652d3c99353f6be34b2112629c0558,12,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,175,CC
001b1794fc652d3c99353f6be34b2112629c0558,12,nan,#N/A,nan,nan
001b1794fc652d3c99353f6be34b2112629c0558,12,14017,（バター類）　無発酵バター　有塩バター,80,g
001b1794fc652d3c99353f6be34b2112629c0558,12,3003,（砂糖類）　車糖　上白糖,80,g
001b1794fc652d3c99353f6be34b2112629c0558,12,12004,鶏卵　全卵　生,80,g
001b1794fc652d3c99353f6be34b2112629c0558,12,1015,こむぎ　［小麦粉］　薄力粉　1等,80,g
001b1794fc652d3c99353f6be34b2112629c0558,12,nan,#N/A,1,摘み/少々
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,2017,＜いも類＞　じゃがいも　塊茎　皮なし　生,4.5,個片丁株玉房
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,6065,きゅうり　果実　生,1,個片丁株玉房
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,11176,＜畜肉類＞　ぶた　［ハム類］　ロースハム　ロースハム,4,枚
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,17012,＜調味料類＞　（食塩類）　食塩,NA,適量、お好み
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,14020,（マーガリン類）　マーガリン　家庭用　有塩,1,大/大匙
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,17012,＜調味料類＞　（食塩類）　食塩,NA,適量、お好み
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,17063,＜香辛料類＞　こしょう　黒　粉,NA,適量、お好み
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,13035,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,50,g
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,17077,＜香辛料類＞　バジル　粉,NA,適量、お好み
001b1ec21f3a1cc80b6ccb624b5bb9b0183617db,None,17063,＜香辛料類＞　こしょう　黒　粉,NA,適量、お好み
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,20,g
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,14017,（バター類）　無発酵バター　有塩バター,80,g
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,3011,（砂糖類）　加工糖　粉糖,NA,適量、お好み
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,3003,（砂糖類）　車糖　上白糖,20,g
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,1015,こむぎ　［小麦粉］　薄力粉　1等,80,g
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,NA,適量、お好み
001b2aae71e1129b199f6c9ab2961cc078b35ca7,35,nan,#N/A,NA,適量、お好み
001b333828dc2172fd39687e4f4839cd3f639555,2,6095,しそ　葉　生,25,枚
001b333828dc2172fd39687e4f4839cd3f639555,2,14002,（植物油脂類）　ごま油,2,大/大匙
001b333828dc2172fd39687e4f4839cd3f639555,2,17012,＜調味料類＞　（食塩類）　食塩,NA,適量、お好み
001b50c9aac177a3877a10edc4ebe882b998ad83,None,6267,ほうれんそう　葉　通年平均　生,1,束
001b77463e809625d579bcbf6c4f034f3754d741,2,6223,（にんにく類）　にんにく　りん茎　生,1,個片丁株玉房
001b77463e809625d579bcbf6c4f034f3754d741,2,6153,（たまねぎ類）　たまねぎ　りん茎　生,50,g
001b77463e809625d579bcbf6c4f034f3754d741,2,6214,（にんじん類）　にんじん　根　皮なし　生,30,g
001b77463e809625d579bcbf6c4f034f3754d741,2,6233,はくさい　結球葉　生,100,g
001b77463e809625d579bcbf6c4f034f3754d741,2,8039,しいたけ　生しいたけ　菌床栽培　生,2,枚
001b77463e809625d579bcbf6c4f034f3754d741,2,6207,（にら類）　にら　葉　生,5,本
001b77463e809625d579bcbf6c4f034f3754d741,2,11183,＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,2,枚
001b77463e809625d579bcbf6c4f034f3754d741,2,99999,水,500,CC
001b77463e809625d579bcbf6c4f034f3754d741,2,17027,＜調味料類＞　（だし類）　固形ブイヨン,2,個片丁株玉房
001b77463e809625d579bcbf6c4f034f3754d741,2,17012,＜調味料類＞　（食塩類）　食塩,NA,適量、お好み
001b77463e809625d579bcbf6c4f034f3754d741,2,17063,＜香辛料類＞　こしょう　黒　粉,NA,適量、お好み
001b77463e809625d579bcbf6c4f034f3754d741,2,14002,（植物油脂類）　ごま油,5,CC
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,11129,＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,200,g
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,8016,（しめじ類）　ぶなしめじ　生,NA,NA
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,12004,鶏卵　全卵　生,1,個片丁株玉房
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,17051,＜調味料類＞　（ルウ類）　カレールウ,NA,適量、お好み
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,NA,#N/A,2,本
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,7158,ココナッツ　ココナッツミルク,NA,NA
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,NA,#N/A,1,小/小匙
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,3003,（砂糖類）　車糖　上白糖,1,摘み/少々
001b7d0b44f6502b2e5c577d112a7f6e2d569453,None,99999,水,200,CC
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,1083,こめ　［水稲穀粒］　精白米　うるち米,2,合
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,6149,たけのこ　若茎　生,200,g
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,4040,だいず　［豆腐・油揚げ類］　油揚げ　生,1,枚
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,6007,アスパラガス　若茎　生,2,個片丁株玉房
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,10431,＜えび・かに類＞　（えび類）　さくらえび　生,3,大/大匙
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,nan,#N/A,15,g
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,9017,（こんぶ類）　まこんぶ　素干し　乾,3,cm
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,17021,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2,大/大匙
001b914dfbbf16c4abecf2af93e3052c2586eb08,4,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1,大/大匙
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,1015,こむぎ　［小麦粉］　薄力粉　1等,50,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,1020,こむぎ　［小麦粉］　強力粉　1等,10,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,2034,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,20,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,1132,とうもろこし　コーンミール　黄色種,10,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,3030,（砂糖類）　てんさい含蜜糖,10,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,14001,（植物油脂類）　オリーブ油,1,大/大匙
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,13025,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,1,小/小匙
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,6214,（にんじん類）　にんじん　根　皮なし　生,75,g
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,17067,＜香辛料類＞　シナモン　粉,NA,適量、お好み
001b92e02bf366bb956f6ad93325d33bb6e301bb,4.5,17084,＜その他＞　ベーキングパウダー,1,小/小匙
001b94249b226185bd93d342cfe06ec488032911,2,NA,#N/A,2,袋
001b94249b226185bd93d342cfe06ec488032911,2,99999,水,1000,CC
001b94249b226185bd93d342cfe06ec488032911,2,6086,こまつな　葉　生,3,束
001b94249b226185bd93d342cfe06ec488032911,2,8039,しいたけ　生しいたけ　菌床栽培　生,2,個片丁株玉房
001b94249b226185bd93d342cfe06ec488032911,2,11183,＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,2,枚
001b94249b226185bd93d342cfe06ec488032911,2,12004,鶏卵　全卵　生,2,個片丁株玉房
001b94249b226185bd93d342cfe06ec488032911,2,14002,（植物油脂類）　ごま油,1,小/小匙
001b94249b226185bd93d342cfe06ec488032911,2,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,6048,（かぼちゃ類）　西洋かぼちゃ　果実　生,110,g
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,12010,鶏卵　卵黄　生,1,個片丁株玉房
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,3003,（砂糖類）　車糖　上白糖,30,g
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,14017,（バター類）　無発酵バター　有塩バター,40,g
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,3022,（その他）　はちみつ,20,g
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,17067,＜香辛料類＞　シナモン　粉,1,摘み/少々
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,1015,こむぎ　［小麦粉］　薄力粉　1等,120,g
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,nan,#N/A,12,個片丁株玉房
001b973bd20ddcbf3c8d26cd62e199389c42412a,9,17084,＜その他＞　ベーキングパウダー,1,小/小匙
001b9a03174d06eff3556daa3388087f2156a285,10.5,15079,＜ケーキ・ペストリー類＞　パイ　パイ皮,NA,NA
001b9a03174d06eff3556daa3388087f2156a285,10.5,1015,こむぎ　［小麦粉］　薄力粉　1等,120,g
001b9a03174d06eff3556daa3388087f2156a285,10.5,14001,（植物油脂類）　オリーブ油,30,CC
001b9a03174d06eff3556daa3388087f2156a285,10.5,17012,＜調味料類＞　（食塩類）　食塩,1,g
001b9a03174d06eff3556daa3388087f2156a285,10.5,99999,水,30,CC
001b9a03174d06eff3556daa3388087f2156a285,10.5,nan,#N/A,nan,nan
001b9a03174d06eff3556daa3388087f2156a285,10.5,12004,鶏卵　全卵　生,2,個片丁株玉房
001b9a03174d06eff3556daa3388087f2156a285,10.5,6267,ほうれんそう　葉　通年平均　生,130,g
001b9a03174d06eff3556daa3388087f2156a285,10.5,11183,＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,55,g
001b9a03174d06eff3556daa3388087f2156a285,10.5,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,50,CC
001b9a03174d06eff3556daa3388087f2156a285,10.5,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
001b9a03174d06eff3556daa3388087f2156a285,10.5,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
001b9a03174d06eff3556daa3388087f2156a285,10.5,13038,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,75,g
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,6134,（だいこん類）　だいこん　根　皮なし　生,0.5,無単位
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,6214,（にんじん類）　にんじん　根　皮なし　生,0.5,無単位
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,17012,＜調味料類＞　（食塩類）　食塩,1,小/小匙
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,17107,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,3,大/大匙
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,7156,（かんきつ類）　レモン　果汁　生,3,大/大匙
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,3003,（砂糖類）　車糖　上白糖,1,大/大匙
001b9bff8249fd0e56f69d20783d1d8fd44dbf79,None,99999,水,1,大/大匙
001ba9af7851387d2153bd3509b225234c70f441,1,1020,こむぎ　［小麦粉］　強力粉　1等,300,g
001ba9af7851387d2153bd3509b225234c70f441,1,3003,（砂糖類）　車糖　上白糖,17,g
001ba9af7851387d2153bd3509b225234c70f441,1,17012,＜調味料類＞　（食塩類）　食塩,5,g
001ba9af7851387d2153bd3509b225234c70f441,1,99999,水,172.5,CC
001ba9af7851387d2153bd3509b225234c70f441,1,17082,＜その他＞　酵母　パン酵母　圧搾,25,g
001ba9af7851387d2153bd3509b225234c70f441,1,13011,＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,2,小/小匙
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,1015,こむぎ　［小麦粉］　薄力粉　1等,200,g
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,17084,＜その他＞　ベーキングパウダー,1,大/大匙
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,100,CC
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,7156,（かんきつ類）　レモン　果汁　生,1,小/小匙
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,3003,（砂糖類）　車糖　上白糖,1,大/大匙
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,14006,（植物油脂類）　調合油,50,g
001bb0196b5ad576c1d1226f13de6fcbeefb72f8,6,1015,こむぎ　［小麦粉］　薄力粉　1等,NA,適量、お好み
001bba80a159406a4fdf6cb115c65b354c1b9596,3,6134,（だいこん類）　だいこん　根　皮なし　生,0.25,個片丁株玉房
001bba80a159406a4fdf6cb115c65b354c1b9596,3,6065,きゅうり　果実　生,1,個片丁株玉房
001bba80a159406a4fdf6cb115c65b354c1b9596,3,10263,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,1,缶/カン
001bba80a159406a4fdf6cb115c65b354c1b9596,3,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
001bba80a159406a4fdf6cb115c65b354c1b9596,3,17065,＜香辛料類＞　こしょう　混合　粉,1,摘み/少々
001bba80a159406a4fdf6cb115c65b354c1b9596,3,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,NA,適量、お好み
001bc652464859f82429092eca78d5174c32e0d1,None,1083,こめ　［水稲穀粒］　精白米　うるち米,3,合
001bc652464859f82429092eca78d5174c32e0d1,None,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,5,大/大匙
001bc652464859f82429092eca78d5174c32e0d1,None,6151,たけのこ　水煮缶詰,1,袋
001bdd39a3b11acf7c78fd7c444d320e61f3c610,None,6160,チンゲンサイ　葉　生,2,個片丁株玉房
001bdd39a3b11acf7c78fd7c444d320e61f3c610,None,7023,うめ　梅干し　調味漬,1,個片丁株玉房
001bdd39a3b11acf7c78fd7c444d320e61f3c610,None,9022,（こんぶ類）　塩昆布,NA,適量、お好み
001bdd39a3b11acf7c78fd7c444d320e61f3c610,None,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1,小/小匙
001be85978f1e8560c090d8737874d5b742a3308,1.5,7078,（かんきつ類）　すだち　果皮　生,1,個片丁株玉房
001be85978f1e8560c090d8737874d5b742a3308,1.5,17046,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,3,大/大匙
001be85978f1e8560c090d8737874d5b742a3308,1.5,17138,＜調味料類＞　（その他）　料理酒,2,大/大匙
001be85978f1e8560c090d8737874d5b742a3308,1.5,3022,（その他）　はちみつ,0.5,大/大匙
001bf093fd6092caced77c716a00dde68edb9963,3.5,6245,（ピーマン類）　青ピーマン　果実　生,3,個片丁株玉房
001bf093fd6092caced77c716a00dde68edb9963,3.5,6065,きゅうり　果実　生,1,個片丁株玉房
001bf093fd6092caced77c716a00dde68edb9963,3.5,4040,だいず　［豆腐・油揚げ類］　油揚げ　生,1.6666666666666667,枚
001bf093fd6092caced77c716a00dde68edb9963,3.5,17110,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,NA,適量、お好み
001bf4be2c249cad2bbf0c1195b615638c9d12b7,2,11186,＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ウインナーソーセージ,2,個片丁株玉房
